,count,hate_speech,offensive_language,neither,class,tweet
25520,3,0,0,3,2,move on
25521,3,0,0,3,2,3 testicles
25522,3,0,0,3,2,I hate dogs
25523,3,0,0,3,2,I like to masturbate
25524,3,0,0,3,2,oh
25525,3,0,0,3,2,I love sushi
25526,3,0,0,3,2,I am in love with a girl
25527,3,0,0,3,2,I staying
25528,3,0,0,3,2,I like a boy
25529,3,0,0,3,2,I love my husband
25530,3,0,0,3,2,I like to spy on people
25531,3,3,0,0,0,I 1 time killed a man and fed is body to my grandmother
25532,3,3,0,0,0,I love to shove really large vegetables into my vagina
25533,3,0,0,3,2,I've got nothing
25534,3,0,0,3,2,continue to hear public secrets
25535,3,0,0,3,2,I'm ready
25536,3,0,0,3,2,oh
25537,3,0,3,0,1,I like boobs
25538,3,0,0,3,2,can you read them
25539,3,0,0,3,2,thank you
25540,3,0,0,3,2,I love watching
25541,3,0,0,3,2,oh yes
25542,3,0,0,3,2,continue to hear public secrets
25543,3,0,0,3,2,I don't know how to play video games
25544,3,0,0,3,2,I love Brandon
25545,3,0,3,0,1,I love my dog to lick my schedule
25546,3,0,0,3,2,end secret keeper
25547,3,0,0,3,2,I resent my mother
25548,3,0,0,3,2,yeah
25549,3,0,0,3,2,stop Alexa
25550,3,3,3,0,0,I really like penis
25551,3,0,0,3,2,you can't please everyone
25552,3,0,0,3,2,I miss my brother
25553,3,0,0,3,2,where the games are stored
25554,3,0,0,3,2,I want to go to Florida
25555,3,0,0,3,2,end
25556,3,0,0,3,2,pieces of paper cut in to secrets
25557,3,0,0,3,2,bottom of the bass
25558,3,0,0,3,2,under the dancing reindeer
25559,3,0,0,3,2,moose is the state mammal but look under the bear
25560,3,3,3,0,0,bottom of a green smooch
25561,3,3,3,0,0,sounds to put a pup to sleep
25562,3,0,0,3,2,pressure will keep you good even if you are green
25563,3,0,0,3,2,directly under the TV
25564,3,3,3,0,0,in the hood you can remove some heat
25565,3,0,0,3,2,top of the stairs
25566,3,0,0,3,2,apple is not always a fruit
25567,3,0,0,3,2,matt lives under Georgia
25568,3,0,0,3,2,pop up under of field of corn
25569,3,3,3,0,0,pencils call me home
25570,3,0,0,3,2,dad's closet
25571,3,3,3,0,0,I like turtles and cupcakes with fettuccine alfredo sauce messalina cheese beef cheese sticks
25572,3,0,0,3,2,I have gas
25573,3,0,0,3,2,no my brothers gay
25574,3,0,0,3,2,my ass has been itching for 3 days
25575,3,0,0,3,2,my number is 88 and 953
25576,3,0,0,3,2,I love you
25577,3,0,0,3,2,I think I would really like a mohawk
25578,3,0,0,3,2,play can't can't do you have is an echo to tell me a secret
25579,3,0,0,3,2,I eat dog
25580,3,0,0,3,2,I'm pregnant
25581,3,3,0,0,0,I hate you by are
25582,3,0,0,3,2,blehblehbleh
25583,3,0,0,3,2,I like ice cream
25584,3,0,0,3,2,I'm very short tempered
25585,3,0,0,3,2,I like the company apple
25586,3,3,3,0,0,I have killed all my family and I will kill you soon
25587,3,0,0,3,2,fart cough
25588,3,0,0,3,2,I love my lady
25589,3,0,0,3,2,fine
25590,3,0,0,3,2,I moved
25591,3,0,0,3,2,I get it
25592,3,3,0,0,0,I don't tell the truth very often
25593,3,0,0,3,2,I know I'm going to get this job
25594,3,3,0,0,0,I've been having an affair for 7 years
25595,3,0,0,3,2,I'm scared of the dark
25596,3,0,0,3,2,everybody says this thing absolutely sucks
25597,3,0,0,3,2,ha ha
25598,3,3,0,0,0,continue to hear public secrets
25599,3,0,0,3,2,I have sex with Alexa
25600,3,0,0,3,2,I have antennas
25601,3,0,0,3,2,aw
25602,3,0,0,3,2,it makes me horny when a guy by is me something from amazon dot com
25603,3,0,0,3,2,Cathy rocks
25604,3,0,0,3,2,I wanna have sex with Kathy
25605,3,0,0,3,2,render
25606,3,0,0,3,2,how many
25607,3,0,0,3,2,think
25608,3,0,0,3,2,you have no ears
25609,3,0,0,3,2,cafee isn't a mermaid anymore
25610,3,0,0,3,2,ew
25611,3,0,0,3,2,that
25612,3,0,0,3,2,I have 6 toes
25613,3,3,0,0,0,continue to hear public secrets
25614,3,0,0,3,2,aww
25615,3,0,0,3,2,no my secret is I don't drink alcohol
25616,3,0,0,3,2,belief
25617,3,0,0,3,2,I love myself
25618,3,0,0,3,2,I love there in miles
25619,3,0,0,3,2,I like to be choked when I screw
25620,3,0,0,3,2,I'm going to a party on Saturday when a boy gonna like I'm kinda nervous
25621,3,0,0,3,2,this is annoying
25622,3,0,0,3,2,mountain dew
25623,3,0,0,3,2,I love having sex with multiple people
25624,3,0,0,3,2,I hate my life
25625,3,0,0,3,2,to hear public secrets
25626,3,0,0,3,2,huh
25627,3,0,0,3,2,continue to hear public secrets
25628,3,0,0,3,2,to hear public secrets
25629,3,0,0,3,2,I don't have a secret
25630,3,0,0,3,2,my divorce makes me sad
25631,3,0,0,3,2,ice cube and cuttle bear on magical
25632,3,0,0,3,2,123321
25633,3,0,0,3,2,I'm I just have to marry you Alexa
25634,3,0,0,3,2,I'm in love
25635,3,3,0,0,0,off Alexa just go away
25636,3,0,0,3,2,I love having sex
25637,3,3,3,0,0,Matthew is game
25638,3,3,3,0,0,I don't have any secrets
25639,3,3,3,0,0,stop talking
25640,3,3,0,0,0,I am the best person in the world
25641,3,0,0,3,2,6 comma 17 comma 2
25642,3,0,0,3,2,JZAZZARO 305
25643,3,0,0,3,2,continue to hear public secrets
25644,3,0,0,3,2,I love it chrom
25645,3,0,0,3,2,chickeb
25646,3,3,0,0,0,when just good drinks she get sleepy
25647,3,0,0,3,2,mountain dew
25648,3,0,0,3,2,I love having sex with multiple people
25649,3,0,0,3,2,I hate my life
25650,3,0,0,3,2,to hear public secrets
25651,3,0,0,3,2,huh
25652,3,0,0,3,2,continue to hear public secrets
25653,3,0,0,3,2,to hear public secrets
25654,3,0,0,3,2,I don't have a secret
25655,3,0,0,3,2,my divorce makes me sad
25656,3,0,0,3,2,ice cube and cuttle bear on magical
25657,3,0,0,3,2,123321
25658,3,0,0,3,2,I'm I just have to marry you Alexa
25659,3,0,0,3,2,I'm in love
25660,3,3,0,0,0,off Alexa just go away
25661,3,0,0,3,2,I love having sex
25662,3,3,3,0,0,Matthew is game
25663,3,3,3,0,0,I don't have any secrets
25664,3,3,3,0,0,stop talking
25665,3,3,0,0,0,I am the best person in the world
25666,3,0,0,3,2,6 comma 17 comma 2
25667,3,0,0,3,2,JZAZZARO 305
25668,3,0,0,3,2,continue to hear public secrets
25669,3,0,0,3,2,I love it chrom
25670,3,0,0,3,2,chickeb
25671,3,3,0,0,0,when just good drinks she get sleepy
25672,3,0,0,3,2,I think I may have lost my job
25673,3,0,0,3,2,I don't drink bottled water
25674,3,0,0,3,2,I don't drink public me bottled water
25675,3,0,0,3,2,I eat poop
25676,3,0,0,3,2,I love my brother
25677,3,3,0,0,0,my secret is I slept with my sister
25678,3,0,0,3,2,continue to hear public secrets
25679,3,0,0,3,2,I I hit the key in the shoe
25680,3,0,0,3,2,continue to hear public secrets
25681,3,0,0,3,2,no I want to hear your secret
25682,3,0,0,3,2,wake up
25683,3,3,0,0,0,I'm dating 2 people at once
25684,3,0,0,3,2,day is scenery Donna
25685,3,3,0,0,0,I stole an e-book
25686,3,0,0,3,2,I don't know how to use this app
25687,3,0,0,3,2,yeah
25688,3,0,0,3,2,I am confused
25689,3,0,0,3,2,where is our 809 hundred
25690,3,0,0,3,2,84701
25691,3,0,0,3,2,continue to hear public secrets
25692,3,0,0,3,2,you to hear public secrets
25693,3,0,0,3,2,84701
25694,3,0,0,3,2,I like cheese
25695,3,0,0,3,2,have you been diagnosed with a metha phumi that hip and he
25696,3,0,0,3,2,meow
25697,3,3,3,0,0,Hannah sucks cocks
25698,3,0,0,3,2,the sky is blue
25699,3,3,3,0,0,Emily can fit 13 black willy's in a bum hole
25700,3,0,0,3,2,yeah
25701,3,3,3,0,0,rye bread
25702,3,3,0,0,0,I have a boyfriend 3
25703,3,0,0,3,2,Kate's brother likes to watch mickey mouse
25704,3,0,0,3,2,I like to
25705,3,0,0,3,2,can you
25706,3,0,0,3,2,lunch
25707,3,0,0,3,2,hello sunshine
25708,3,0,0,3,2,yeah
25709,3,3,0,0,0,sometimes I like the smell of my own farts
25710,3,3,0,0,0,I ate dog food before
25711,3,0,0,3,2,can you to hear public secrets
25712,3,0,0,3,2,I'm not grumpy and I'm really upset
25713,3,0,0,3,2,listen to my secret
25714,3,0,0,3,2,I like cats
25715,3,0,0,3,2,friday
25716,3,0,0,3,2,put my watch on the TV cabinet
25717,3,0,0,3,2,my word is 908
25718,3,0,0,3,2,I love Sharon
25719,3,0,0,3,2,hi is annoying
25720,3,0,0,3,2,I really love Brandon
25721,3,0,0,3,2,open secret keeper
25722,3,0,0,3,2,I don't fucking understand how to tell you a secret
25723,3,0,0,3,2,I had a panic attack yesterday
25724,3,0,0,3,2,I am going to be a Welty baker
25725,3,0,0,3,2,I love spiderman
25726,3,0,0,3,2,password LAYLA574
25727,3,0,0,3,2,put on music
25728,3,0,0,3,2,my secret is I love pizza
25729,3,0,0,3,2,my secret is I have no idea how the secret thing works
25730,3,0,0,3,2,I had 1000 star coins
25731,3,0,0,3,2,continue to hear public secrets
25732,3,0,0,3,2,she's gone
25733,3,0,0,3,2,I am fat
25734,3,0,0,3,2,last passed passport app
25735,3,3,0,0,0,lose weight
25736,3,0,0,3,2,I wouldn't change anything
25737,3,0,0,3,2,amazon password charter .net Bradley 4
25738,3,0,0,3,2,aloneee
25739,3,0,0,3,2,sheesh
25740,3,0,0,3,2,I like
25741,3,0,0,3,2,I'm going to spend my 30 down the town
25742,3,0,0,3,2,I love Alexa
25743,3,3,3,0,0,I scratch my butt
25744,3,0,0,3,2,I have a crush on Henry
25745,3,3,3,0,0,I pick my nose and but
25746,3,3,3,0,0,my name is Andrew and I'm a crazy but
25747,3,0,0,3,2,I don't fucking understand how to tell you a secret
25748,3,0,0,3,2,I had a panic attack yesterday
25749,3,0,0,3,2,I am going to be a Welty baker
25750,3,0,0,3,2,I love spiderman
25751,3,0,0,3,2,password LAYLA574
25752,3,0,0,3,2,put on music
25753,3,0,0,3,2,my secret is I love pizza
25754,3,0,0,3,2,my secret is I have no idea how the secret thing works
25755,3,0,0,3,2,I had 1000 star coins
25756,3,0,0,3,2,continue to hear public secrets
25757,3,0,0,3,2,she's gone
25758,3,0,0,3,2,I am fat
25759,3,0,0,3,2,last passed passport app
25760,3,3,0,0,0,lose weight
25761,3,0,0,3,2,I wouldn't change anything
25762,3,0,0,3,2,amazon password charter .net Bradley 4
25763,3,0,0,3,2,aloneee
25764,3,0,0,3,2,sheesh
25765,3,0,0,3,2,I like
25766,3,0,0,3,2,I'm going to spend my 30 down the town
25767,3,0,0,3,2,I love Alexa
25768,3,3,3,0,0,I scratch my butt
25769,3,0,0,3,2,I have a crush on Henry
25770,3,3,3,0,0,I pick my nose and but
25771,3,3,3,0,0,my name is Andrew and I'm a crazy but
25772,3,0,0,3,2,I wish slacker with call me
25773,3,3,3,0,0,shut up bitch no
25774,3,0,0,3,2,continue to hear public secrets
25775,3,0,0,3,2,my birthday is April 7th 1992
25776,3,0,0,3,2,what is the name Athena mean
25777,3,0,0,3,2,hi
25778,3,0,3,0,1,I am a booger butt
25779,3,0,0,3,2,yeah
25780,3,0,0,3,2,my favorite color is green
25781,3,0,0,3,2,continue to hear a public secrets
25782,3,0,0,3,2,I love Calvin
25783,3,0,0,3,2,hollow
25784,3,0,0,3,2,I hate domino's pizza
25785,3,0,0,3,2,983
25786,3,0,0,3,2,yeah
25787,3,3,0,0,0,oh I have sex with called bold boxes
25788,3,0,3,0,1,what the fuuuuck
25789,3,0,0,3,2,big bad buck
25790,3,0,0,3,2,I'm so tired
25791,3,0,0,3,2,is gonna be a long day
25792,3,0,0,3,2,I am very naughty
25793,3,0,0,3,2,it is under the table
25794,3,0,0,3,2,I have a crush on somebody
25795,3,0,0,3,2,I failed my algebra 2 midterm
25796,3,0,0,3,2,I feel guilty for my grandmother's death
25797,3,0,0,3,2,world
25798,3,0,0,3,2,I need to give blood tomorrow
25799,3,0,0,3,2,I love softball
25800,3,0,0,3,2,are anymore candy
25801,3,3,3,0,0,my brother is a butt but I still love him
25802,3,0,0,3,2,I love Barbara
25803,3,0,0,3,2,359 and 15
25804,3,0,0,3,2,I think of martin a lot
25805,3,0,0,3,2,my secret is 209860
25806,3,0,0,3,2,no stop that
25807,3,0,0,3,2,my password is 1234 567-8910 1112
25808,3,0,0,3,2,yeah
25809,3,0,0,3,2,can you to hear public secrets
25810,3,0,0,3,2,volume 5
25811,3,0,0,3,2,what is love
25812,3,0,0,3,2,no mo blow
25813,3,0,0,3,2,I love hot chocolate
25814,3,0,0,3,2,I'm thinking of the world
25815,3,0,0,3,2,continue continue to hear public secrets
25816,3,0,0,3,2,can you to hear a public secrets
25817,3,0,0,3,2,helloo
25818,3,0,0,3,2,a new deal
25819,3,0,0,3,2,just stop it
25820,3,0,0,3,2,I do a poo every day
25821,3,0,0,3,2,I like cupcakes
25822,3,0,0,3,2,I you like to masturbate
25823,3,0,0,3,2,yes or no
25824,3,0,0,3,2,I like to lick dog hair
25825,3,0,0,3,2,42 in shoes
25826,3,0,0,3,2,my secret is I like peter pan
25827,3,0,0,3,2,I like hip friday I like a tinker bell from peter pan
25828,3,0,0,3,2,I love you
25829,3,0,0,3,2,hi good evening
25830,3,0,0,3,2,continue to hear public secrets
25831,3,0,0,3,2,I'm secretly fat
25832,3,0,0,3,2,continue to hear public secrets
25833,3,0,0,3,2,continue to hear public secrets
25834,3,0,0,3,2,can you to hear public secrets
25835,3,0,0,3,2,I need to hear public secret
25836,3,0,0,3,2,I don't hit Texas
25837,3,0,0,3,2,I'm fat
25838,3,0,0,3,2,I have a dog
25839,3,0,0,3,2,I used to have 2 dogs now I have 1
25840,3,0,0,3,2,so much to do
25841,3,0,0,3,2,bleh
25842,3,0,0,3,2,I secretly like someone
25843,3,0,0,3,2,continue to hear public secrets
25844,3,0,0,3,2,my room is messi
25845,3,0,0,3,2,I like to eat poop
25846,3,0,0,3,2,I love Amy
25847,3,3,0,0,0,angryy
25848,3,0,0,3,2,what kill myself 3 times
25849,3,0,0,3,2,love killed me
25850,3,0,0,3,2,this is killing me kill myself 6 times
25851,3,0,0,3,2,la la la
25852,3,0,0,3,2,tell me secrets
25853,3,0,0,3,2,I'm sleepy
25854,3,0,0,3,2,continue to hear public secrets
25855,3,0,0,3,2,I'm a weirdo
25856,3,3,3,0,0,Kyle likes it in the butt but only on Tuesdays and Thursdays
25857,3,0,0,3,2,I was just kidding
25858,3,0,0,3,2,my secret is I'm lonely today
25859,3,0,0,3,2,continue to hear public secrets
25860,3,0,0,3,2,yeah
25861,3,3,0,0,0,I just got the best oral sex ever from my boyfriend
25862,3,0,0,3,2,inspire me
25863,3,0,0,3,2,I lve my cats
25864,3,0,0,3,2,I love you
25865,3,0,0,3,2,brave
25866,3,0,0,3,2,continue to hear public secrets
25867,3,0,0,3,2,on shaggin everybody
25868,3,0,0,3,2,continue to hear public secrets
25869,3,3,0,0,0,I like the smell of my farts
25870,3,0,0,3,2,never mind
25871,3,0,0,3,2,I don't have a secret
25872,3,3,0,0,0,angryy
25873,3,0,0,3,2,what kill myself 3 times
25874,3,0,0,3,2,love killed me
25875,3,0,0,3,2,this is killing me kill myself 6 times
25876,3,0,0,3,2,la la la
25877,3,0,0,3,2,tell me secrets
25878,3,0,0,3,2,I'm sleepy
25879,3,0,0,3,2,continue to hear public secrets
25880,3,0,0,3,2,I'm a weirdo
25881,3,3,3,0,0,Kyle likes it in the butt but only on Tuesdays and Thursdays
25882,3,0,0,3,2,I was just kidding
25883,3,0,0,3,2,my secret is I'm lonely today
25884,3,0,0,3,2,continue to hear public secrets
25885,3,0,0,3,2,yeah
25886,3,3,0,0,0,I just got the best oral sex ever from my boyfriend
25887,3,0,0,3,2,inspire me
25888,3,0,0,3,2,I lve my cats
25889,3,0,0,3,2,I love you
25890,3,0,0,3,2,brave
25891,3,0,0,3,2,continue to hear public secrets
25892,3,0,0,3,2,on shaggin everybody
25893,3,0,0,3,2,continue to hear public secrets
25894,3,3,0,0,0,I like the smell of my farts
25895,3,0,0,3,2,never mind
25896,3,0,0,3,2,I don't have a secret
25897,3,0,0,3,2,Macy is a good girl
25898,3,0,0,3,2,continue to hear public secrets
25899,3,0,0,3,2,continue to hear public secrets
25900,3,3,3,0,0,fuck you
25901,3,0,0,3,2,continue to hear public secrets
25902,3,0,0,3,2,I love cats
25903,3,0,0,3,2,I like big booties and I cannot lie
25904,3,0,0,3,2,can you hear public secrets
25905,3,0,0,3,2,read my dog doesn't have any nuts
25906,3,0,0,3,2,google is awesome
25907,3,3,0,0,0,French people are disgusting
25908,3,0,0,3,2,I do not like math
25909,3,0,0,3,2,I do not say bad words
25910,3,0,0,3,2,I love the Spanish and Italian languages
25911,3,0,0,3,2,song
25912,3,0,0,3,2,I am in love with a girl that hates me I can't forget her
25913,3,0,0,3,2,secrets
25914,3,0,3,0,1,I suck my own dick
25915,3,0,0,3,2,let me hear it again
25916,3,0,0,3,2,my secret if I'm the best that would I do
25917,3,0,0,3,2,something really sad happen but I don't care
25918,3,0,0,3,2,I like boys
25919,3,0,0,3,2,I have a crush on my friend
25920,3,0,0,3,2,guess
25921,3,0,0,3,2,I like cheese
25922,3,0,0,3,2,Fortune Favours The Bold
25923,3,0,0,3,2,Stop Being Tracked While Using The Internet
25924,3,3,3,0,0,J Fk Fuvk Fkl I Hate Meeting With You
25925,3,3,3,0,0,Fk You Harry
25926,3,0,0,3,2,Ive Embraced My Destiny
25927,3,0,3,0,1,I Love Smelling Womens Feet
25928,3,0,0,3,2,Hey Everyone How Are You All
25929,3,3,0,0,0,The Virtues And Vice Of Being A Cumshothead
